country,vaccine,year,immunization_coverage
lao,dtp1,1985,22.0
lao,dtp1,1986,24.0
lao,dtp1,1987,31.0
lao,dtp1,1988,40.0
lao,dtp1,1989,45.0
lao,dtp1,1990,41.0
lao,dtp1,1991,46.0
lao,dtp1,1992,47.0
lao,dtp1,1993,50.0
lao,dtp1,1994,72.0
lao,dtp1,1995,77.0
lao,dtp1,1996,80.0
lao,dtp1,1997,82.0
lao,dtp1,1998,82.0
lao,dtp1,1999,83.0
lao,dtp1,2000,83.0
lao,dtp1,2001,59.0
lao,dtp1,2002,64.0
lao,dtp1,2003,72.0
lao,dtp1,2004,66.0
lao,dtp1,2005,68.0
lao,dtp1,2006,68.0
lao,dtp1,2007,59.0
lao,dtp1,2008,73.0
lao,dtp1,2009,76.0
lao,dtp1,2010,81.0
lao,dtp1,2011,83.0
lao,dtp1,2012,87.0
lao,dtp1,2013,89.0
lao,dtp1,2014,94.0
lao,dtp1,2015,93.0
lao,dtp1,2016,85.0
lao,dtp1,2017,89.0
lao,dtp3,1981,7.0
lao,dtp3,1982,7.0
lao,dtp3,1983,7.0
lao,dtp3,1984,5.0
lao,dtp3,1985,4.0
lao,dtp3,1986,5.0
lao,dtp3,1987,10.0
lao,dtp3,1988,17.0
lao,dtp3,1989,21.0
lao,dtp3,1990,18.0
lao,dtp3,1991,22.0
lao,dtp3,1992,23.0
lao,dtp3,1993,25.0
lao,dtp3,1994,48.0
lao,dtp3,1995,54.0
lao,dtp3,1996,58.0
lao,dtp3,1997,60.0
lao,dtp3,1998,54.0
lao,dtp3,1999,55.0
lao,dtp3,2000,51.0
lao,dtp3,2001,52.0
lao,dtp3,2002,53.0
lao,dtp3,2003,49.0
lao,dtp3,2004,45.0
lao,dtp3,2005,49.0
lao,dtp3,2006,57.0
lao,dtp3,2007,50.0
lao,dtp3,2008,61.0
lao,dtp3,2009,67.0
lao,dtp3,2010,74.0
lao,dtp3,2011,78.0
lao,dtp3,2012,79.0
lao,dtp3,2013,87.0
lao,dtp3,2014,88.0
lao,dtp3,2015,89.0
lao,dtp3,2016,82.0
lao,dtp3,2017,85.0
lbn,dtp1,1980,17.0
lbn,dtp1,1981,20.0
lbn,dtp1,1982,22.0
lbn,dtp1,1983,22.0
lbn,dtp1,1984,22.0
lbn,dtp1,1985,40.0
lbn,dtp1,1986,55.0
lbn,dtp1,1987,71.0
lbn,dtp1,1988,84.0
lbn,dtp1,1989,92.0
lbn,dtp1,1990,94.0
lbn,dtp1,1991,95.0
lbn,dtp1,1992,96.0
lbn,dtp1,1993,97.0
lbn,dtp1,1994,97.0
lbn,dtp1,1995,97.0
lbn,dtp1,1996,97.0
lbn,dtp1,1997,97.0
lbn,dtp1,1998,95.0
lbn,dtp1,1999,92.0
lbn,dtp1,2000,90.0
lbn,dtp1,2001,88.0
lbn,dtp1,2002,85.0
lbn,dtp1,2003,83.0
lbn,dtp1,2004,83.0
lbn,dtp1,2005,83.0
lbn,dtp1,2006,84.0
lbn,dtp1,2007,84.0
lbn,dtp1,2008,84.0
lbn,dtp1,2009,85.0
lbn,dtp1,2010,85.0
lbn,dtp1,2011,86.0
lbn,dtp1,2012,86.0
lbn,dtp1,2013,87.0
lbn,dtp1,2014,82.0
lbn,dtp1,2015,82.0
lbn,dtp1,2016,82.0
lbn,dtp1,2017,82.0
lbn,dtp3,1981,2.0
lbn,dtp3,1982,4.0
lbn,dtp3,1983,4.0
lbn,dtp3,1984,4.0
lbn,dtp3,1985,17.0
lbn,dtp3,1986,30.0
lbn,dtp3,1987,46.0
lbn,dtp3,1988,63.0
lbn,dtp3,1989,79.0
lbn,dtp3,1990,82.0
lbn,dtp3,1991,86.0
lbn,dtp3,1992,90.0
lbn,dtp3,1993,91.0
lbn,dtp3,1994,92.0
lbn,dtp3,1995,93.0
lbn,dtp3,1996,93.0
lbn,dtp3,1997,92.0
lbn,dtp3,1998,89.0
lbn,dtp3,1999,86.0
lbn,dtp3,2000,83.0
lbn,dtp3,2001,80.0
lbn,dtp3,2002,77.0
lbn,dtp3,2003,74.0
lbn,dtp3,2004,75.0
lbn,dtp3,2005,77.0
lbn,dtp3,2006,78.0
lbn,dtp3,2007,80.0
lbn,dtp3,2008,81.0
lbn,dtp3,2009,82.0
lbn,dtp3,2010,82.0
lbn,dtp3,2011,83.0
lbn,dtp3,2012,83.0
lbn,dtp3,2013,84.0
lbn,dtp3,2014,79.0
lbn,dtp3,2015,79.0
lbn,dtp3,2016,79.0
lbn,dtp3,2017,79.0
lbr,bcg,1999,82.0
lbr,bcg,2000,78.0
lbr,bcg,2001,73.0
lbr,bcg,2002,69.0
lbr,bcg,2003,64.0
lbr,bcg,2004,60.0
lbr,bcg,2005,76.0
lbr,bcg,2006,77.0
lbr,bcg,2007,77.0
lbr,bcg,2008,85.0
lbr,bcg,2009,87.0
lbr,bcg,2010,73.0
lbr,bcg,2011,85.0
lbr,bcg,2012,85.0
lbr,bcg,2013,87.0
lbr,bcg,2014,73.0
lbr,bcg,2015,74.0
lbr,bcg,2016,97.0
lbr,bcg,2017,87.0
lbr,dtp1,1999,84.0
lbr,dtp1,2000,80.0
lbr,dtp1,2001,76.0
lbr,dtp1,2002,73.0
lbr,dtp1,2003,69.0
lbr,dtp1,2004,65.0
lbr,dtp1,2005,75.0
lbr,dtp1,2006,75.0
lbr,dtp1,2007,80.0
lbr,dtp1,2008,85.0
lbr,dtp1,2009,90.0
lbr,dtp1,2010,80.0
lbr,dtp1,2011,86.0
lbr,dtp1,2012,92.0
lbr,dtp1,2013,97.0
lbr,dtp1,2014,74.0
lbr,dtp1,2015,77.0
lbr,dtp1,2016,99.0
lbr,dtp1,2017,99.0
lbr,dtp3,1999,50.0
lbr,dtp3,2000,46.0
lbr,dtp3,2001,42.0
lbr,dtp3,2002,39.0
lbr,dtp3,2003,35.0
lbr,dtp3,2004,31.0
lbr,dtp3,2005,60.0
lbr,dtp3,2006,60.0
lbr,dtp3,2007,65.0
lbr,dtp3,2008,75.0
lbr,dtp3,2009,81.0
lbr,dtp3,2010,70.0
lbr,dtp3,2011,77.0
lbr,dtp3,2012,80.0
lbr,dtp3,2013,76.0
lbr,dtp3,2014,50.0
lbr,dtp3,2015,52.0
lbr,dtp3,2016,79.0
lbr,dtp3,2017,86.0
lby,bcg,1980,88.0
lby,bcg,1981,78.0
lby,bcg,1982,89.0
lby,bcg,1983,84.0
lby,bcg,1984,85.0
lby,bcg,1985,87.0
lby,bcg,1986,92.0
lby,bcg,1987,95.0
lby,bcg,1988,92.0
lby,bcg,1989,90.0
lby,bcg,1990,90.0
lby,bcg,1991,95.0
lby,bcg,1992,99.0
lby,bcg,1993,99.0
lby,bcg,1994,99.0
lby,bcg,1995,99.0
lby,bcg,1996,97.0
lby,bcg,1997,97.0
lby,bcg,1998,97.0
lby,bcg,1999,97.0
lby,bcg,2000,98.0
lby,bcg,2001,99.0
lby,bcg,2002,99.0
lby,bcg,2003,99.0
lby,bcg,2004,99.0
lby,bcg,2005,99.0
lby,bcg,2006,99.0
lby,bcg,2007,99.0
lby,bcg,2008,99.0
lby,bcg,2009,99.0
lby,bcg,2010,99.0
lby,bcg,2011,99.0
lby,bcg,2012,99.0
lby,bcg,2013,99.0
lby,bcg,2014,99.0
lby,bcg,2015,99.0
lby,bcg,2016,99.0
lby,bcg,2017,99.0
lby,dtp1,1980,82.0
lby,dtp1,1981,86.0
lby,dtp1,1982,89.0
lby,dtp1,1983,92.0
lby,dtp1,1984,93.0
lby,dtp1,1985,93.0
lby,dtp1,1986,94.0
lby,dtp1,1987,94.0
lby,dtp1,1988,94.0
lby,dtp1,1989,95.0
lby,dtp1,1990,94.0
lby,dtp1,1991,95.0
lby,dtp1,1992,96.0
lby,dtp1,1993,98.0
lby,dtp1,1994,98.0
lby,dtp1,1995,98.0
lby,dtp1,1996,98.0
lby,dtp1,1997,98.0
lby,dtp1,1998,98.0
lby,dtp1,1999,97.0
lby,dtp1,2000,97.0
lby,dtp1,2001,96.0
lby,dtp1,2002,97.0
lby,dtp1,2003,99.0
lby,dtp1,2004,99.0
lby,dtp1,2005,98.0
lby,dtp1,2006,98.0
lby,dtp1,2007,98.0
lby,dtp1,2008,98.0
lby,dtp1,2009,98.0
lby,dtp1,2010,98.0
lby,dtp1,2011,99.0
lby,dtp1,2012,99.0
lby,dtp1,2013,98.0
lby,dtp1,2014,96.0
lby,dtp1,2015,98.0
lby,dtp1,2016,98.0
lby,dtp1,2017,99.0
lby,dtp3,1980,60.0
lby,dtp3,1981,67.0
lby,dtp3,1982,72.0
lby,dtp3,1983,79.0
lby,dtp3,1984,81.0
lby,dtp3,1985,81.0
lby,dtp3,1986,82.0
lby,dtp3,1987,82.0
lby,dtp3,1988,84.0
lby,dtp3,1989,87.0
lby,dtp3,1990,84.0
lby,dtp3,1991,87.0
lby,dtp3,1992,90.0
lby,dtp3,1993,96.0
lby,dtp3,1994,95.0
lby,dtp3,1995,95.0
lby,dtp3,1996,96.0
lby,dtp3,1997,96.0
lby,dtp3,1998,95.0
lby,dtp3,1999,94.0
lby,dtp3,2000,94.0
lby,dtp3,2001,94.0
lby,dtp3,2002,93.0
lby,dtp3,2003,95.0
lby,dtp3,2004,97.0
lby,dtp3,2005,98.0
lby,dtp3,2006,98.0
lby,dtp3,2007,98.0
lby,dtp3,2008,98.0
lby,dtp3,2009,98.0
lby,dtp3,2010,98.0
lby,dtp3,2011,98.0
lby,dtp3,2012,98.0
lby,dtp3,2013,96.0
lby,dtp3,2014,94.0
lby,dtp3,2015,97.0
lby,dtp3,2016,97.0
lby,dtp3,2017,96.0
lca,bcg,1980,27.0
lca,bcg,1981,44.0
lca,bcg,1982,60.0
lca,bcg,1983,69.0
lca,bcg,1984,80.0
lca,bcg,1985,99.0
lca,bcg,1986,73.0
lca,bcg,1987,89.0
lca,bcg,1988,85.0
lca,bcg,1989,99.0
lca,bcg,1990,94.0
lca,bcg,1991,95.0
lca,bcg,1992,99.0
lca,bcg,1993,95.0
lca,bcg,1994,99.0
lca,bcg,1995,98.0
lca,bcg,1996,89.0
lca,bcg,1997,99.0
lca,bcg,1998,85.0
lca,bcg,1999,99.0
lca,bcg,2000,91.0
lca,bcg,2001,99.0
lca,bcg,2002,95.0
lca,bcg,2003,95.0
lca,bcg,2004,99.0
lca,bcg,2005,97.0
lca,bcg,2006,94.0
lca,bcg,2007,99.0
lca,bcg,2008,99.0
lca,bcg,2009,97.0
lca,bcg,2010,97.0
lca,bcg,2011,99.0
lca,bcg,2012,99.0
lca,bcg,2013,99.0
lca,bcg,2014,89.0
lca,bcg,2015,99.0
lca,bcg,2016,96.0
lca,bcg,2017,88.0
lca,dtp1,1980,79.0
lca,dtp1,1981,84.0
lca,dtp1,1982,92.0
lca,dtp1,1983,93.0
lca,dtp1,1984,94.0
lca,dtp1,1985,95.0
lca,dtp1,1986,92.0
lca,dtp1,1987,95.0
lca,dtp1,1988,92.0
lca,dtp1,1989,97.0
lca,dtp1,1990,96.0
lca,dtp1,1991,98.0
lca,dtp1,1992,98.0
lca,dtp1,1993,98.0
lca,dtp1,1994,97.0
lca,dtp1,1995,98.0
lca,dtp1,1996,96.0
lca,dtp1,1997,98.0
lca,dtp1,1998,91.0
lca,dtp1,1999,96.0
lca,dtp1,2000,76.0
lca,dtp1,2001,99.0
lca,dtp1,2002,99.0
lca,dtp1,2003,90.0
lca,dtp1,2004,99.0
lca,dtp1,2005,99.0
lca,dtp1,2006,94.0
lca,dtp1,2007,99.0
lca,dtp1,2008,99.0
lca,dtp1,2009,99.0
lca,dtp1,2010,98.0
lca,dtp1,2011,99.0
lca,dtp1,2012,99.0
lca,dtp1,2013,99.0
lca,dtp1,2014,99.0
lca,dtp1,2015,99.0
lca,dtp1,2016,95.0
lca,dtp1,2017,89.0
lca,dtp3,1980,56.0
lca,dtp3,1981,64.0
lca,dtp3,1982,79.0
lca,dtp3,1983,81.0
lca,dtp3,1984,83.0
lca,dtp3,1985,87.0
lca,dtp3,1986,78.0
lca,dtp3,1987,85.0
lca,dtp3,1988,78.0
lca,dtp3,1989,92.0
lca,dtp3,1990,89.0
lca,dtp3,1991,96.0
lca,dtp3,1992,96.0
lca,dtp3,1993,97.0
lca,dtp3,1994,93.0
lca,dtp3,1995,98.0
lca,dtp3,1996,88.0
lca,dtp3,1997,98.0
lca,dtp3,1998,88.0
lca,dtp3,1999,89.0
lca,dtp3,2000,70.0
lca,dtp3,2001,99.0
lca,dtp3,2002,74.0
lca,dtp3,2003,90.0
lca,dtp3,2004,91.0
lca,dtp3,2005,95.0
lca,dtp3,2006,85.0
lca,dtp3,2007,99.0
lca,dtp3,2008,96.0
lca,dtp3,2009,95.0
lca,dtp3,2010,97.0
lca,dtp3,2011,99.0
lca,dtp3,2012,98.0
lca,dtp3,2013,99.0
lca,dtp3,2014,99.0
lca,dtp3,2015,99.0
lca,dtp3,2016,95.0
lca,dtp3,2017,80.0
lka,bcg,1980,61.0
lka,bcg,1981,58.0
lka,bcg,1982,65.0
lka,bcg,1983,64.0
lka,bcg,1984,67.0
lka,bcg,1985,71.0
lka,bcg,1986,79.0
lka,bcg,1987,76.0
lka,bcg,1988,81.0
lka,bcg,1989,90.0
lka,bcg,1990,84.0
lka,bcg,1991,88.0
lka,bcg,1992,87.0
lka,bcg,1993,88.0
lka,bcg,1994,86.0
lka,bcg,1995,90.0
lka,bcg,1996,88.0
lka,bcg,1997,96.0
lka,bcg,1998,90.0
lka,bcg,1999,97.0
lka,bcg,2000,98.0
lka,bcg,2001,98.0
lka,bcg,2002,99.0
lka,bcg,2003,99.0
lka,bcg,2004,99.0
lka,bcg,2005,99.0
lka,bcg,2006,99.0
lka,bcg,2007,99.0
lka,bcg,2008,99.0
lka,bcg,2009,99.0
lka,bcg,2010,99.0
lka,bcg,2011,99.0
lka,bcg,2012,99.0
lka,bcg,2013,99.0
lka,bcg,2014,99.0
lka,bcg,2015,99.0
lka,bcg,2016,99.0
lka,bcg,2017,99.0
lka,dtp1,1980,71.0
lka,dtp1,1981,70.0
lka,dtp1,1982,80.0
lka,dtp1,1983,84.0
lka,dtp1,1984,86.0
lka,dtp1,1985,88.0
lka,dtp1,1986,91.0
lka,dtp1,1987,91.0
lka,dtp1,1988,94.0
lka,dtp1,1989,95.0
lka,dtp1,1990,95.0
lka,dtp1,1991,95.0
lka,dtp1,1992,96.0
lka,dtp1,1993,96.0
lka,dtp1,1994,96.0
lka,dtp1,1995,97.0
lka,dtp1,1996,97.0
lka,dtp1,1997,98.0
lka,dtp1,1998,97.0
lka,dtp1,1999,99.0
lka,dtp1,2000,99.0
lka,dtp1,2001,99.0
lka,dtp1,2002,99.0
lka,dtp1,2003,99.0
lka,dtp1,2004,98.0
lka,dtp1,2005,99.0
lka,dtp1,2006,99.0
lka,dtp1,2007,99.0
lka,dtp1,2008,99.0
lka,dtp1,2009,97.0
lka,dtp1,2010,99.0
lka,dtp1,2011,99.0
lka,dtp1,2012,99.0
lka,dtp1,2013,99.0
lka,dtp1,2014,99.0
lka,dtp1,2015,99.0
lka,dtp1,2016,99.0
lka,dtp1,2017,99.0
lka,dtp3,1980,46.0
lka,dtp3,1981,45.0
lka,dtp3,1982,57.0
lka,dtp3,1983,64.0
lka,dtp3,1984,66.0
lka,dtp3,1985,70.0
lka,dtp3,1986,75.0
lka,dtp3,1987,77.0
lka,dtp3,1988,83.0
lka,dtp3,1989,87.0
lka,dtp3,1990,86.0
lka,dtp3,1991,86.0
lka,dtp3,1992,88.0
lka,dtp3,1993,90.0
lka,dtp3,1994,88.0
lka,dtp3,1995,93.0
lka,dtp3,1996,92.0
lka,dtp3,1997,97.0
lka,dtp3,1998,94.0
lka,dtp3,1999,99.0
lka,dtp3,2000,99.0
lka,dtp3,2001,98.0
lka,dtp3,2002,98.0
lka,dtp3,2003,99.0
lka,dtp3,2004,97.0
lka,dtp3,2005,99.0
lka,dtp3,2006,98.0
lka,dtp3,2007,98.0
lka,dtp3,2008,98.0
lka,dtp3,2009,97.0
lka,dtp3,2010,99.0
lka,dtp3,2011,99.0
lka,dtp3,2012,99.0
lka,dtp3,2013,99.0
lka,dtp3,2014,99.0
lka,dtp3,2015,99.0
lka,dtp3,2016,99.0
lka,dtp3,2017,99.0
lso,bcg,1980,81.0
lso,bcg,1981,81.0
lso,bcg,1982,84.0
lso,bcg,1983,87.0
lso,bcg,1984,89.0
lso,bcg,1985,91.0
lso,bcg,1986,88.0
lso,bcg,1987,84.0
lso,bcg,1988,86.0
lso,bcg,1989,87.0
lso,bcg,1990,89.0
lso,bcg,1991,90.0
lso,bcg,1992,92.0
lso,bcg,1993,93.0
lso,bcg,1994,95.0
lso,bcg,1995,96.0
lso,bcg,1996,95.0
lso,bcg,1997,94.0
lso,bcg,1998,93.0
lso,bcg,1999,92.0
lso,bcg,2000,88.0
lso,bcg,2001,83.0
lso,bcg,2002,90.0
lso,bcg,2003,96.0
lso,bcg,2004,96.0
lso,bcg,2005,96.0
lso,bcg,2006,95.0
lso,bcg,2007,95.0
lso,bcg,2008,95.0
lso,bcg,2009,92.0
lso,bcg,2010,90.0
lso,bcg,2011,87.0
lso,bcg,2012,93.0
lso,bcg,2013,98.0
lso,bcg,2014,98.0
lso,bcg,2015,98.0
lso,bcg,2016,98.0
lso,bcg,2017,98.0
lso,dtp1,1980,75.0
lso,dtp1,1981,75.0
lso,dtp1,1982,79.0
lso,dtp1,1983,83.0
lso,dtp1,1984,88.0
lso,dtp1,1985,92.0
lso,dtp1,1986,91.0
lso,dtp1,1987,89.0
lso,dtp1,1988,90.0
lso,dtp1,1989,91.0
lso,dtp1,1990,91.0
lso,dtp1,1991,92.0
lso,dtp1,1992,93.0
lso,dtp1,1993,94.0
lso,dtp1,1994,94.0
lso,dtp1,1995,95.0
lso,dtp1,1996,94.0
lso,dtp1,1997,93.0
lso,dtp1,1998,92.0
lso,dtp1,1999,90.0
lso,dtp1,2000,87.0
lso,dtp1,2001,83.0
lso,dtp1,2002,89.0
lso,dtp1,2003,95.0
lso,dtp1,2004,95.0
lso,dtp1,2005,95.0
lso,dtp1,2006,96.0
lso,dtp1,2007,96.0
lso,dtp1,2008,96.0
lso,dtp1,2009,96.0
lso,dtp1,2010,97.0
lso,dtp1,2011,97.0
lso,dtp1,2012,98.0
lso,dtp1,2013,98.0
lso,dtp1,2014,98.0
lso,dtp1,2015,98.0
lso,dtp1,2016,98.0
lso,dtp1,2017,98.0
lso,dtp3,1980,56.0
lso,dtp3,1981,56.0
lso,dtp3,1982,61.0
lso,dtp3,1983,66.0
lso,dtp3,1984,74.0
lso,dtp3,1985,82.0
lso,dtp3,1986,81.0
lso,dtp3,1987,79.0
lso,dtp3,1988,80.0
lso,dtp3,1989,81.0
lso,dtp3,1990,82.0
lso,dtp3,1991,84.0
lso,dtp3,1992,85.0
lso,dtp3,1993,86.0
lso,dtp3,1994,87.0
lso,dtp3,1995,88.0
lso,dtp3,1996,87.0
lso,dtp3,1997,87.0
lso,dtp3,1998,88.0
lso,dtp3,1999,88.0
lso,dtp3,2000,83.0
lso,dtp3,2001,78.0
lso,dtp3,2002,84.0
lso,dtp3,2003,90.0
lso,dtp3,2004,90.0
lso,dtp3,2005,89.0
lso,dtp3,2006,89.0
lso,dtp3,2007,88.0
lso,dtp3,2008,88.0
lso,dtp3,2009,91.0
lso,dtp3,2010,93.0
lso,dtp3,2011,96.0
lso,dtp3,2012,95.0
lso,dtp3,2013,93.0
lso,dtp3,2014,93.0
lso,dtp3,2015,93.0
lso,dtp3,2016,93.0
lso,dtp3,2017,93.0
ltu,bcg,1992,94.0
ltu,bcg,1993,98.0
ltu,bcg,1994,96.0
ltu,bcg,1995,97.0
ltu,bcg,1996,98.0
ltu,bcg,1997,98.0
ltu,bcg,1998,99.0
ltu,bcg,1999,99.0
ltu,bcg,2000,99.0
ltu,bcg,2001,99.0
ltu,bcg,2002,99.0
ltu,bcg,2003,99.0
ltu,bcg,2004,99.0
ltu,bcg,2005,99.0
ltu,bcg,2006,99.0
ltu,bcg,2007,99.0
ltu,bcg,2008,99.0
ltu,bcg,2009,99.0
ltu,bcg,2010,99.0
ltu,bcg,2011,98.0
ltu,bcg,2012,98.0
ltu,bcg,2013,98.0
ltu,bcg,2014,98.0
ltu,bcg,2015,97.0
ltu,bcg,2016,98.0
ltu,bcg,2017,97.0
ltu,dtp1,1992,92.0
ltu,dtp1,1993,94.0
ltu,dtp1,1994,94.0
ltu,dtp1,1995,96.0
ltu,dtp1,1996,97.0
ltu,dtp1,1997,96.0
ltu,dtp1,1998,97.0
ltu,dtp1,1999,98.0
ltu,dtp1,2000,99.0
ltu,dtp1,2001,98.0
ltu,dtp1,2002,98.0
ltu,dtp1,2003,98.0
ltu,dtp1,2004,94.0
ltu,dtp1,2005,98.0
ltu,dtp1,2006,98.0
ltu,dtp1,2007,99.0
ltu,dtp1,2008,96.0
ltu,dtp1,2009,98.0
ltu,dtp1,2010,98.0
ltu,dtp1,2011,95.0
ltu,dtp1,2012,97.0
ltu,dtp1,2013,97.0
ltu,dtp1,2014,97.0
ltu,dtp1,2015,97.0
ltu,dtp1,2016,97.0
ltu,dtp1,2017,97.0
ltu,dtp3,1992,78.0
ltu,dtp3,1993,83.0
ltu,dtp3,1994,83.0
ltu,dtp3,1995,90.0
ltu,dtp3,1996,91.0
ltu,dtp3,1997,90.0
ltu,dtp3,1998,93.0
ltu,dtp3,1999,93.0
ltu,dtp3,2000,94.0
ltu,dtp3,2001,95.0
ltu,dtp3,2002,95.0
ltu,dtp3,2003,94.0
ltu,dtp3,2004,94.0
ltu,dtp3,2005,94.0
ltu,dtp3,2006,94.0
ltu,dtp3,2007,95.0
ltu,dtp3,2008,96.0
ltu,dtp3,2009,98.0
ltu,dtp3,2010,95.0
ltu,dtp3,2011,92.0
ltu,dtp3,2012,93.0
ltu,dtp3,2013,93.0
ltu,dtp3,2014,93.0
ltu,dtp3,2015,93.0
ltu,dtp3,2016,94.0
ltu,dtp3,2017,94.0
lux,dtp1,1983,91.0
lux,dtp1,1984,87.0
lux,dtp1,1985,91.0
lux,dtp1,1986,95.0
lux,dtp1,1987,98.0
lux,dtp1,1988,96.0
lux,dtp1,1989,96.0
lux,dtp1,1990,96.0
lux,dtp1,1991,97.0
lux,dtp1,1992,97.0
lux,dtp1,1993,97.0
lux,dtp1,1994,98.0
lux,dtp1,1995,98.0
lux,dtp1,1996,98.0
lux,dtp1,1997,98.0
lux,dtp1,1998,98.0
lux,dtp1,1999,98.0
lux,dtp1,2000,99.0
lux,dtp1,2001,99.0
lux,dtp1,2002,99.0
lux,dtp1,2003,99.0
lux,dtp1,2004,99.0
lux,dtp1,2005,99.0
lux,dtp1,2006,99.0
lux,dtp1,2007,99.0
lux,dtp1,2008,99.0
lux,dtp1,2009,99.0
lux,dtp1,2010,99.0
lux,dtp1,2011,99.0
lux,dtp1,2012,99.0
lux,dtp1,2013,99.0
lux,dtp1,2014,99.0
lux,dtp1,2015,99.0
lux,dtp1,2016,99.0
lux,dtp1,2017,99.0
lux,dtp3,1983,75.0
lux,dtp3,1984,68.0
lux,dtp3,1985,77.0
lux,dtp3,1986,86.0
lux,dtp3,1987,95.0
lux,dtp3,1988,90.0
lux,dtp3,1989,90.0
lux,dtp3,1990,90.0
lux,dtp3,1991,91.0
lux,dtp3,1992,93.0
lux,dtp3,1993,94.0
lux,dtp3,1994,95.0
lux,dtp3,1995,97.0
lux,dtp3,1996,98.0
lux,dtp3,1997,98.0
lux,dtp3,1998,98.0
lux,dtp3,1999,98.0
lux,dtp3,2000,99.0
lux,dtp3,2001,99.0
lux,dtp3,2002,99.0
lux,dtp3,2003,98.0
lux,dtp3,2004,99.0
lux,dtp3,2005,99.0
lux,dtp3,2006,99.0
lux,dtp3,2007,99.0
lux,dtp3,2008,99.0
lux,dtp3,2009,99.0
lux,dtp3,2010,99.0
lux,dtp3,2011,99.0
lux,dtp3,2012,99.0
lux,dtp3,2013,99.0
lux,dtp3,2014,99.0
lux,dtp3,2015,99.0
lux,dtp3,2016,99.0
lux,dtp3,2017,99.0
lva,bcg,1992,93.0
lva,bcg,1993,91.0
lva,bcg,1994,99.0
lva,bcg,1995,99.0
lva,bcg,1996,99.0
lva,bcg,1997,99.0
lva,bcg,1998,99.0
lva,bcg,1999,99.0
lva,bcg,2000,99.0
lva,bcg,2001,99.0
lva,bcg,2002,99.0
lva,bcg,2003,97.0
lva,bcg,2004,98.0
lva,bcg,2005,97.0
lva,bcg,2006,95.0
lva,bcg,2007,95.0
lva,bcg,2008,95.0
lva,bcg,2009,96.0
lva,bcg,2010,92.0
lva,bcg,2011,93.0
lva,bcg,2012,94.0
lva,bcg,2013,94.0
lva,bcg,2014,92.0
lva,bcg,2015,94.0
lva,bcg,2016,96.0
lva,bcg,2017,96.0
lva,dtp1,1992,95.0
lva,dtp1,1993,97.0
lva,dtp1,1994,99.0
lva,dtp1,1995,99.0
lva,dtp1,1996,99.0
lva,dtp1,1997,99.0
lva,dtp1,1998,99.0
lva,dtp1,1999,98.0
lva,dtp1,2000,99.0
lva,dtp1,2001,99.0
lva,dtp1,2002,99.0
lva,dtp1,2003,98.0
lva,dtp1,2004,99.0
lva,dtp1,2005,99.0
lva,dtp1,2006,98.0
lva,dtp1,2007,98.0
lva,dtp1,2008,94.0
lva,dtp1,2009,98.0
lva,dtp1,2010,99.0
lva,dtp1,2011,95.0
lva,dtp1,2012,92.0
lva,dtp1,2013,96.0
lva,dtp1,2014,93.0
lva,dtp1,2015,98.0
lva,dtp1,2016,99.0
lva,dtp1,2017,98.0
lva,dtp3,1992,87.0
lva,dtp3,1993,80.0
lva,dtp3,1994,97.0
lva,dtp3,1995,98.0
lva,dtp3,1996,93.0
lva,dtp3,1997,92.0
lva,dtp3,1998,94.0
lva,dtp3,1999,95.0
lva,dtp3,2000,96.0
lva,dtp3,2001,97.0
lva,dtp3,2002,97.0
lva,dtp3,2003,98.0
lva,dtp3,2004,99.0
lva,dtp3,2005,99.0
lva,dtp3,2006,96.0
lva,dtp3,2007,94.0
lva,dtp3,2008,94.0
lva,dtp3,2009,94.0
lva,dtp3,2010,92.0
lva,dtp3,2011,92.0
lva,dtp3,2012,91.0
lva,dtp3,2013,94.0
lva,dtp3,2014,92.0
lva,dtp3,2015,95.0
lva,dtp3,2016,98.0
lva,dtp3,2017,98.0
mar,bcg,1982,50.0
mar,bcg,1983,62.0
mar,bcg,1984,70.0
mar,bcg,1985,77.0
mar,bcg,1986,83.0
mar,bcg,1987,92.0
mar,bcg,1988,92.0
mar,bcg,1989,91.0
mar,bcg,1990,96.0
mar,bcg,1991,96.0
mar,bcg,1992,97.0
mar,bcg,1993,99.0
mar,bcg,1994,97.0
mar,bcg,1995,96.0
mar,bcg,1996,96.0
mar,bcg,1997,94.0
mar,bcg,1998,90.0
mar,bcg,1999,93.0
mar,bcg,2000,97.0
mar,bcg,2001,93.0
mar,bcg,2002,92.0
mar,bcg,2003,92.0
mar,bcg,2004,95.0
mar,bcg,2005,95.0
mar,bcg,2006,95.0
mar,bcg,2007,96.0
mar,bcg,2008,99.0
mar,bcg,2009,99.0
mar,bcg,2010,99.0
mar,bcg,2011,99.0
mar,bcg,2012,99.0
mar,bcg,2013,99.0
mar,bcg,2014,99.0
mar,bcg,2015,99.0
mar,bcg,2016,99.0
mar,bcg,2017,99.0
mar,dtp1,1982,57.0
mar,dtp1,1983,66.0
mar,dtp1,1984,70.0
mar,dtp1,1985,75.0
mar,dtp1,1986,84.0
mar,dtp1,1987,95.0
mar,dtp1,1988,94.0
mar,dtp1,1989,93.0
mar,dtp1,1990,93.0
mar,dtp1,1991,93.0
mar,dtp1,1992,95.0
mar,dtp1,1993,90.0
mar,dtp1,1994,92.0
mar,dtp1,1995,94.0
mar,dtp1,1996,91.0
